data;código do campo;campo;corrente;preço;;
45474;1;Aratu;Polo Recôncavo;2721,2179;;
45474;686;Argonauta;Ostra;2532,7467;;
45474;724;Arribaçã;-1;2937,1716;;
45474;16;Aruari;Sergipano Terra;2677,0122;;
45474;19;Asa Branca;Upanema;2875,5736;;
45474;21;Atalaia Sul;Sergipano Terra;2677,0122;;
45474;4652;Atapu;Atapu;2747,132;;
45474;4845;Atapu_ECO;Atapu;2747,132;;
45474;678;Atlanta;Atlanta;2094,914;;
45474;20;Atum;-1;3359,6162;;
45474;258;Azulão;Azulão;3358,933;;
45474;4886;Azulão Oeste;-1;3358,933;;
45474;28;Badejo;-1;2798,096;;
45474;32;Bagre;Cabiúnas Mistura;2746,6615;;
45474;24;Baixa do Algodão;Upanema;2875,5736;;
45474;464;Baleia Anã;Parque das Baleias;2695,9032;;
45474;4690;Barra Bonita;-1;3095,7412;;
45474;34;Barra do Ipiranga;-1;3249,2919;;
45474;42;Barracuda;Barracuda-Caratinga;2798,096;;
45474;25;Barrinha;Polo Potiguar;2569,5529;;
45474;1625;Barrinha Leste;Polo Potiguar;2569,5529;;
45474;3825;Barrinha Sudoeste;Polo Potiguar;2569,5529;;
45474;2625;Baúna;Baúna;2922,2331;;
45474;4688;Bela Vista;-1;3359,6162;;
45474;3245;Bem-Te-Vi;-1;2770,0592;;
45474;30;Benfica;Polo Potiguar;2569,5529;;
45474;2645;Berbigão;Berbigão-Sururu;2804,9449;;
45474;33;Bicudo;-1;2798,096;;
45474;37;Bijupirá;-1;2798,096;;
45474;35;Biquara;-1;3277,9316;;
45474;26;Biriba;-1;3359,6162;;
45474;29;Boa Esperança;Upanema;2875,5736;;
45474;1605;Bom Lugar;-1;3359,6162;;
45474;39;Bonito;Polo Enchova;2784,942;;
45474;44;Bonsucesso;Rio Ventura;2783,3561;;
45474;41;Brejinho RN;Upanema;2875,5736;;
45474;43;Brejo Grande;Sergipano Terra;2677,0122;;
45474;23;Buracica;Baiano Mistura;2809,7164;;
45474;4598;Búzios;Búzios;2785,5763;;
45474;4827;Búzios_ECO;Búzios;2785,5763;;
45474;4700;Caburé;Caburé;3359,6162;;
45474;4706;Caburé Leste;-1;3359,6162;;
45474;51;Cachoeirinha;Upanema;2875,5736;;
45474;50;Cacimbas;Cricaré;2587,3251;;
45474;56;Caioba;-1;3359,6162;;
45474;4802;Camaçari;-1;3095,7412;;
45474;1184;Camarupim;-1;3249,2919;;
45474;2585;Camarupim Norte;-1;3249,2919;;
45474;3905;Cambacica;-1;3359,6162;;
45474;68;Camorim;-1;2893,9174;;
45474;62;Campo Grande;Cricaré;2587,3251;;
45474;55;Canabrava;Estação NCS;2733,633;;
45474;669;Canapu;-1;3249,2919;;
45474;666;Canário;-1;3359,6162;;
45474;1043;Cancã;FAL;2456,8515;;
45474;46;Candeias;Polo Recôncavo;2721,2179;;
45474;53;Cangoá;Peroá;3249,2919;;
45474;63;Cantagalo;Baiano Mistura;2809,7164;;
45474;52;Canto do Amaro;Polo Potiguar;2569,5529;;
45474;78;Carapeba;Pargo Cluster;2633,5837;;
45474;2325;Carapitanga;-1;2866,4035;;
45474;80;Caratinga;Barracuda-Caratinga;2798,096;;
45474;2505;Carcará;-1;3277,9316;;
45474;1725;Cardeal;Cardeal;2692,7942;;
45474;4664;Cardeal Amarelo;-1;3359,6162;;
45474;4665;Cardeal do Nordeste;-1;3359,6162;;
45474;74;Carmópolis;Sergipano Terra;2677,0122;;
45474;82;Cassarongongo;Estação NCS;2733,633;;
45474;67;Castanhal;Sergipano Terra;2677,0122;;
45474;88;Cexis;Polo Recôncavo;2721,2179;;
45474;2565;Chauá;-1;3277,9316;;
45474;64;Cherne;Cabiúnas Mistura;2746,6615;;
45474;1404;Cidade de Aracaju;-1;2727,5858;;
45474;60;Cidade de Entre Rios;Baiano Mistura;2809,7164;;
45474;66;Cioba;-1;3277,9316;;
45474;923;Colibri;Colibri;2778,5846;;
45474;72;Conceição;-1;3359,6162;;
45474;3605;Concriz;-1;2799,2392;;
45474;61;Congro;Cabiúnas Mistura;2746,6615;;
45474;83;Coqueiro Seco;Tabuleiro;2742,8136;;
45474;58;Córrego Dourado;Cricaré;2587,3251;;
45474;70;Corvina;Cabiúnas Mistura;2746,6615;;
45474;2005;Crejoá;-1;2595,6588;;
45474;76;Curimã;-1;3359,6162;;
45474;90;Dentão;Pescada;3277,9316;;
45474;91;Dom João;Polo Recôncavo;2721,2179;;
45474;3345;Dó-Ré-Mi;-1;2613,4275;;
45474;93;Dourado;-1;3359,6162;;
45474;95;Enchova;Polo Enchova;2784,942;;
45474;96;Enchova Oeste;Polo Enchova;2784,942;;
45474;97;Espada;-1;3359,6162;;
45474;98;Espadarte;Tartaruga Verde;2765,2458;;
45474;4879;Espadim;Marlim;2724,2711;;
45474;99;Estreito;Polo Potiguar;2569,5529;;
45474;101;Fazenda Alegre;FAL;2456,8515;;
45474;102;Fazenda Alto das Pedras;-1;3359,6162;;
45474;103;Fazenda Alvorada;Baiano Mistura;2809,7164;;
45474;100;Fazenda Azevedo;Baiano Mistura;2809,7164;;
45474;106;Fazenda Bálsamo;Baiano Mistura;2809,7164;;
45474;105;Fazenda Belém BA;Estação São Roque;2800,8146;;
45474;131;Fazenda Belém CE;Fazenda Belém;2413,0675;;
45474;104;Fazenda Boa Esperança;Baiano Mistura;2809,7164;;
45474;110;Fazenda Canaan;Polo Potiguar;2569,5529;;
45474;107;Fazenda Cedro;Cricaré;2587,3251;;
45474;108;Fazenda Curral;Upanema;2875,5736;;
45474;112;Fazenda Guindaste;Tabuleiro;2742,8136;;
45474;113;Fazenda Imbé;Baiano Mistura;2809,7164;;
45474;115;Fazenda Malaquias;Upanema;2875,5736;;
45474;116;Fazenda Matinha;-1;3359,6162;;
45474;117;Fazenda Onça;Miranga ECOL-B;2871,1227;;
45474;118;Fazenda Panelas;Baiano Mistura;2809,7164;;
45474;120;Fazenda Pau Brasil;-1;2917,9774;;
45474;119;Fazenda Pocinho;Polo Potiguar;2569,5529;;
45474;123;Fazenda Rio Branco;Fazenda Santo Estevão;2699,7929;;
45474;127;Fazenda Santa Luzia;Santa Luzia;2703,721;;
45474;129;Fazenda Santa Rosa;-1;3359,6162;;
45474;125;Fazenda Santo Estevão;Fazenda Santo Estevão;2699,7929;;
45474;126;Fazenda São Jorge;Cricaré;2587,3251;;
45474;128;Fazenda São Rafael;São Rafael;2817,5238;;
45474;1224;Foz do Vaza-Barris;-1;2893,9174;;
45474;122;Frade;Frade;2604,6895;;
45474;130;Furado;Alagoano;2917,9774;;
45474;4085;Galo de Campina;-1;2711,971;;
45474;136;Garoupa;Cabiúnas Mistura;2746,6615;;
45474;137;Garoupinha;Cabiúnas Mistura;2746,6615;;
45474;4528;Gavião Azul;-1;3357,985;;
45474;4822;Gavião Belo;-1;3357,985;;
45474;4558;Gavião Branco;Gavião Branco;3332,0708;;
45474;4617;Gavião Branco Norte;-1;3357,985;;
45474;4608;Gavião Caboclo;Gavião Caboclo;3347,4172;;
45474;4629;Gavião Carijó;-1;3359,6162;;
45474;4859;Gavião Mateiro;-1;3357,985;;
45474;4627;Gavião Preto;Gavião Preto;3348,2118;;
45474;4529;Gavião Real;Gavião Real;3334,0784;;
45474;4630;Gavião Tesoura;Gavião Tesoura;3357,985;;
45474;4666;Gavião Vermelho;Gavião Vermelho;3339,5366;;
45474;383;Golfinho;Golfinho;2777,3507;;
45474;135;Gomo;Estação NCS;2733,633;;
45474;4531;Graúna;-1;3277,9316;;
45474;133;Guajá;-1;3277,9316;;
45474;134;Guamaré;Polo Potiguar;2569,5529;;
45474;1283;Guanambi;Polo Recôncavo;2721,2179;;
45474;3445;Guará;-1;2676,8588;;
45474;132;Guaricema;-1;2893,9174;;
45474;2405;Harpia;-1;2587,4087;;
45474;142;Icapuí;Fazenda Belém;2413,0675;;
45474;141;Ilha de Bimbarra;Polo Recôncavo;2721,2179;;
45474;144;Ilha Pequena;Sergipano Terra;2677,0122;;
45474;875;Inhambu;FAL;2456,8515;;
45474;4691;Iraí;-1;2835,2472;;
45474;4841;Irara;-1;2612,5004;;
45474;4713;Iraúna;-1;2849,2935;;
45474;1103;Irerê;-1;3277,9316;;
45474;4711;Itaparica;Itaparica;2704,9793;;
45474;4615;Itapu;Itapu;2825,2789;;
45474;4828;Itapu_ECO;Itapu;2825,2789;;
45474;1123;Jaçanã;Upanema;2875,5736;;
45474;147;Jacuípe;-1;3359,6162;;
45474;1727;Jacupemba;-1;3249,2919;;
45474;743;Jacutinga;Cricaré;2587,3251;;
45474;150;Janduí;Upanema;2875,5736;;
45474;148;Jequiá;Tabuleiro;2742,8136;;
45474;2285;Jiribatuba;-1;2845,9196;;
45474;702;João de Barro;-1;2651,8369;;
45474;153;Juazeiro;Upanema;2875,5736;;
45474;152;Jubarte;Parque das Baleias;2695,9032;;
45474;983;Juriti;Ouro Preto;2795,9664;;
45474;154;Lagoa Aroeira;Conceição B;2547,6051;;
45474;162;Lagoa do Paulo;Ouro Preto;2795,9664;;
45474;483;Lagoa do Paulo Norte;Ouro Preto;2795,9664;;
45474;673;Lagoa do Paulo Sul;Ouro Preto;2795,9664;;
45474;161;Lagoa Parda;-1;3249,2919;;
45474;165;Lagoa Parda Norte;-1;3249,2919;;
45474;4804;Lagoa Parda Sul;-1;3249,2919;;
45474;168;Lagoa Suruaca;Cricaré;2587,3251;;
45474;322;Lagosta;Condensado de Merluza;3355,2245;;
45474;159;Lamarão;Baiano Mistura;2809,7164;;
45474;1746;Lapa;Lapa;2635,7691;;
45474;157;Leodório;Baiano Mistura;2809,7164;;
45474;167;Leste de Poço Xavier;Upanema;2875,5736;;
45474;169;Leste do Urucu;Urucu;3088,0245;;
45474;158;Linguado;Polo Pampo;2600,0225;;
45474;171;Livramento;Upanema;2875,5736;;
45474;160;Lorena;Upanema;2875,5736;;
45474;4552;Maçarico;Upanema;2875,5736;;
45474;174;Macau;Macau;2704,8956;;
45474;4702;Mãe-da-Lua;-1;3359,6162;;
45474;186;Malhado;Cabiúnas Mistura;2746,6615;;
45474;185;Malombê;Baiano Mistura;2809,7164;;
45474;190;Manati;Baiano Mistura;2809,7164;;
45474;178;Mandacaru;Baiano Mistura;2809,7164;;
45474;4876;Manjuba;Albacora;2589,4129;;
45474;172;Marimbá;Polo Enchova;2784,942;;
45474;177;Mariricu Oeste;-1;3249,2919;;
45474;196;Marlim;Marlim;2724,2711;;
45474;187;Marlim Leste;Marlim Leste;2726,453;;
45474;188;Marlim Sul;Marlim Sul;2698,1269;;
45474;195;Massapê;Baiano Mistura;2809,7164;;
45474;197;Massuí;Polo Recôncavo;2721,2179;;
45474;184;Mata de São João;Estação São Roque;2800,8146;;
45474;181;Mato Grosso;Sergipano Terra;2677,0122;;
45474;189;Merluza;Condensado de Merluza;3355,2245;;
45474;4684;Mero;Mero;2798,462;;
45474;381;Mexilhão;Condensado de Mexilhão;3334,1063;;
45474;180;Miranga;Miranga ECOL-B;2871,1227;;
45474;183;Miranga Norte;Miranga ECOL-B;2871,1227;;
45474;175;Monte Alegre;Polo Potiguar;2569,5529;;
45474;4807;Mosquito;-1;3249,2919;;
45474;192;Mossoró;Polo Potiguar;2569,5529;;
45474;4852;Muriqui;-1;3095,7412;;
45474;4718;Murucututu;Murucututu;3356,1865;;
45474;198;Namorado;Cabiúnas Mistura;2746,6615;;
45474;204;Nativo Oeste;-1;3249,2919;;
45474;200;Nordeste de Namorado;Cabiúnas Mistura;2746,6615;;
45474;4740;Nordeste de Sapinhoá;Sapinhoá;2810,166;;
45474;4741;Noroeste de Sapinhoá;Sapinhoá;2810,166;;
45474;4654;Norte de Berbigão;Berbigão-Sururu;2804,9449;;
45474;202;Norte de Fazenda Caruaçu;Estação NCS;2733,633;;
45474;4658;Norte de Sururu;Berbigão-Sururu;2804,9449;;
45474;4647;Oeste de Atapu;Atapu;2747,132;;
45474;206;Oeste de Ubarana;-1;3359,6162;;
45474;657;Ostra;Ostra;2532,7467;;
45474;217;Pajeú;Upanema;2875,5736;;
45474;219;Pampo;Polo Pampo;2600,0225;;
45474;705;Papa-Terra;Papa-Terra;2338,692;;
45474;4689;Paramirim do Vencimento;-1;2794,2655;;
45474;207;Parati;Cabiúnas Mistura;2746,6615;;
45474;1645;Pardal;Upanema;2875,5736;;
45474;215;Pargo;Pargo Cluster;2633,5837;;
45474;4556;Pariri;-1;3359,6162;;
45474;208;Paru;Alagoano;2917,9774;;
45474;3885;Patativa;Upanema;2875,5736;;
45474;4593;Paturi;Upanema;2875,5736;;
45474;221;Pedra Sentada;Polo Potiguar;2569,5529;;
45474;212;Pedrinhas;Rio Ventura;2783,3561;;
45474;695;Peregrino;Peregrino;2415,8001;;
45474;1144;Periquito;-1;2744,1206;;
45474;4742;Periquito Nordeste;-1;2743,2772;;
45474;4720;Periquito Norte;-1;3095,7412;;
45474;214;Peroá;Peroá;3249,2919;;
45474;213;Pescada;Pescada;3277,9316;;
45474;4805;Piaçabuçu;-1;3095,7412;;
45474;216;Pilar;Alagoano;2917,9774;;
45474;658;Pintassilgo;Polo Potiguar;2569,5529;;
45474;379;Piranema;-1;3359,6162;;
45474;222;Piraúna;-1;2798,096;;
45474;4579;Pitangola;Peregrino;2415,8001;;
45474;878;Pitiguari;-1;3277,9316;;
45474;223;Poço Verde;Polo Potiguar;2569,5529;;
45474;4816;Pojuca Norte;-1;3095,7412;;
45474;583;Polvo;Bravo;2552,9692;;
45474;220;Ponta do Mel;Ponta do Mel;2572,1147;;
45474;210;Porto Carão;Conceição B;2547,6051;;
45474;226;Quererá;-1;3359,6162;;
45474;2785;Rabo Branco;-1;2847,603;;
45474;232;Redonda;Redonda;2499,9175;;
45474;242;Remanso;Estação São Roque;2800,8146;;
45474;234;Riacho da Forquilha;Upanema;2875,5736;;
45474;245;Riacho Ouricuri;Baiano Mistura;2809,7164;;
45474;255;Riacho São Pedro;-1;3359,6162;;
45474;2006;Riacho Velho;-1;3277,9316;;
45474;243;Riachuelo;Sergipano Terra;2677,0122;;
45474;228;Rio Barra Seca;-1;3249,2919;;
45474;229;Rio do Bu;Baiano Mistura;2809,7164;;
45474;4125;Rio do Carmo;-1;2939,0712;;
45474;246;Rio dos Ovos;Estação São Roque;2800,8146;;
45474;2425;Rio Ipiranga;-1;3249,2919;;
45474;235;Rio Itariri;Baiano Mistura;2809,7164;;
45474;236;Rio Itaúnas;Cricaré;2587,3251;;
45474;238;Rio Itaúnas Leste;-1;3249,2919;;
45474;4803;Rio Joanes;-1;3095,7412;;
45474;4710;Rio Mariricu;-1;2714,2714;;
45474;241;Rio Mossoró;Upanema;2875,5736;;
45474;1907;Rio São Mateus Oeste;-1;3249,2919;;
45474;256;Rio Subaúma;Estação São Roque;2800,8146;;
45474;257;Rio Urucu;Urucu;3088,0245;;
45474;1303;Rolinha;-1;2707,7711;;
45474;244;Roncador;Roncador;2724,8845;;
45474;263;Sabiá;Upanema;2875,5736;;
45474;3705;Sabiá Bico-de-Osso;Sabiá Bico de Osso;2669,4941;;
45474;3465;Sabiá da Mata;Sabiá da Mata;2690,6611;;
45474;4806;Saíra;-1;3249,2919;;
45474;262;Salema;-1;3359,6162;;
45474;403;Salema Branca;-1;3277,9316;;
45474;267;Salina Cristal;Conceição B;2547,6051;;
45474;2085;Sanhaçu;Sanhaçu;3162,2293;;
45474;261;Santana;-1;2892,8648;;
45474;269;São Domingos;Polo Recôncavo;2721,2179;;
45474;4695;São João;-1;2901,8956;;
45474;2885;São Mateus Leste;Cricaré;2587,3251;;
45474;284;São Pedro;Estação São Roque;2800,8146;;
45474;2365;Sapinhoá;Sapinhoá;2810,166;;
45474;270;Sauípe;Fazenda Santo Estevão;2699,7929;;
45474;1985;Sempre Viva;-1;3359,6162;;
45474;4614;Sépia;Sépia;2766,877;;
45474;4676;Sépia Leste;Sépia;2766,877;;
45474;4846;Sépia_ECO;Sépia;2766,877;;
45474;279;Serra do Mel;Polo Potiguar;2569,5529;;
45474;287;Serra Vermelha;Polo Potiguar;2569,5529;;
45474;271;Serraria;Polo Potiguar;2569,5529;;
45474;276;Sesmaria;Estação São Roque;2800,8146;;
45474;3565;Sibite;Upanema;2875,5736;;
45474;277;Siri;-1;3277,9316;;
45474;288;Siririzinho;Sergipano Terra;2677,0122;;
45474;265;Socorro;Polo Recôncavo;2721,2179;;
45474;268;Socorro Extensão;Polo Recôncavo;2721,2179;;
45474;4739;Sudoeste de Sapinhoá;Sapinhoá;2810,166;;
45474;285;Sudoeste Urucu;Urucu;3088,0245;;
45474;4758;Suindara;-1;2587,4087;;
45474;4656;Sul de Berbigão;Berbigão-Sururu;2804,9449;;
45474;266;Sul de Coruripe;Tabuleiro;2742,8136;;
45474;4660;Sul de Sururu;Berbigão-Sururu;2804,9449;;
45474;4611;Sul de Tupi;Sul de Tupi;2816,865;;
45474;4649;Sururu;Berbigão-Sururu;2804,9449;;
45474;286;Sussuarana;-1;3359,6162;;
45474;1023;Tabuiaiá;Cricaré;2587,3251;;
45474;292;Tabuleiro dos Martins;Tabuleiro;2742,8136;;
45474;691;Tambaú;Tambaú-Uruguá;2852,7545;;
45474;682;Tambuatá;Búzios;2785,5763;;
45474;803;Tangará;Baiano Mistura;2809,7164;;
45474;4245;Tapiranga Norte;Rio Ventura;2783,3561;;
45474;293;Taquipe;Baiano Mistura;2809,7164;;
45474;289;Tartaruga;Tartaruga;2893,9174;;
45474;3645;Tartaruga Verde;Tartaruga Verde;2765,2458;;
45474;4747;Tartaruga Verde Sudoeste;Tartaruga Verde;2765,2458;;
45474;1925;Tico-Tico;-1;2854,3822;;
45474;3866;Tiê;Tiê;2815,5092;;
45474;1383;Tigre;-1;2816,3353;;
45474;4750;Tiriba;-1;2832,6018;;
45474;4808;Tiziu;-1;3277,9316;;
45474;291;Três Marias;Upanema;2875,5736;;
45474;294;Trilha;-1;2798,096;;
45474;1865;Trinca Ferro;Upanema;2875,5736;;
45474;3945;Trovoada;-1;3359,6162;;
45474;4045;Tubarão Azul;-1;2798,096;;
45474;4534;Tubarão Martelo;Bravo;2552,9692;;
45474;3325;Tucano;-1;2608,8267;;
45474;4746;Tucano Grande;-1;3359,6162;;
45474;1063;Tupi;Tupi;2823,6616;;
45474;295;Ubarana;-1;3277,9316;;
45474;443;Uirapuru;-1;3359,6162;;
45474;296;Upanema;Upanema;2875,5736;;
45474;843;Uruguá;Tambaú-Uruguá;2852,7545;;
45474;4709;Urutau;-1;2599,9423;;
45474;4714;Vale do Quiricó;-1;2866,4035;;
45474;302;Varginha;Upanema;2875,5736;;
45474;299;Vermelho;Pargo Cluster;2633,5837;;
45474;298;Viola;Cabiúnas Mistura;2746,6615;;
45474;297;Voador;Marlim;2724,2711;;
45474;303;Xaréu;-1;3359,6162;;
45474;4696;PA-1GALP42RN_POT-T-743;-1;3095,7412;;
45474;4719;PA-1-GOP-1A-BA_REC-T-107;-1;3359,6162;;
45474;4416;PA-1IMET27ES_ES-T-487;-1;3249,2919;;
45474;4640;PA-1PGN1MA_PN-T-48_BT-PN-4;-1;3357,985;;
45474;4863;PA-1-PHO-1-RN_POT-T-565;-1;3095,7412;;
45474;SIX;UO SIX - SÃO MATEUS DO SUL;-2;2094,914;;
45505;823;Abalone;Ostra;2408,2792;;
45505;783;Acajá-Burizinho;Ouro Preto;2657,7651;;
45505;563;Acauã;Upanema;2733,0966;;
45505;5;Água Grande;Rio Ventura;2645,7244;;
45505;4821;Águia Real;-1;3082,6101;;
45505;7;Aguilhada;Sergipano Terra;2544,7015;;
45505;6;Agulha;-1;3111,7517;;
45505;3;Albacora;Albacora;2461,7467;;
45505;4;Albacora Leste;Albacora Leste;2406,3481;;
45505;15;Alto do Rodrigues;Polo Potiguar;2442,5192;;
45505;523;Anambé;Alagoano;2773,6015;;
45505;4824;ANC_Mero;Mero;2659,8534;;
45505;4755;AnC_Norte_Atapu;Atapu;2610,8942;;
45505;4749;ANC_Tupi;Sul de Tupi;2677,1847;;
45505;1726;Andorinha;-1;2715,3498;;
45505;11;Anequim;Cabiúnas Mistura;2610,9116;;
45505;9;Angelim;Sergipano Terra;2544,7015;;
45505;10;Angico;Polo Potiguar;2442,5192;;
45505;12;Apraiús;Miranga ECOL-B;2728,8537;;
45505;14;Arabaiana;Pescada;3111,7517;;
45505;1505;Araçari;-1;3111,7517;;
45505;13;Araçás;Baiano Mistura;2670,9757;;
45505;4708;Araçás Leste;-1;2939,3713;;
45505;4546;Arapaçu;-1;3187,4848;;
45505;4025;Arara Azul;Urucu;2932,9947;;
45505;662;Araracanga;Urucu;2932,9947;;
45505;1;Aratu;Polo Recôncavo;2586,4285;;
45505;686;Argonauta;Ostra;2408,2792;;
45505;724;Arribaçã;-1;2790,1575;;
45505;16;Aruari;Sergipano Terra;2544,7015;;
45505;19;Asa Branca;Upanema;2733,0966;;
45505;21;Atalaia Sul;Sergipano Terra;2544,7015;;
45505;4652;Atapu;Atapu;2610,8942;;
45505;4845;Atapu_ECO;Atapu;2610,8942;;
45505;678;Atlanta;Atlanta;1991,7978;;
45505;20;Atum;-1;3187,4848;;
45505;258;Azulão;Azulão;3187,0762;;
45505;4886;Azulão Oeste;-1;3187,0762;;
45505;28;Badejo;-1;2659,6718;;
45505;32;Bagre;Cabiúnas Mistura;2610,9116;;
45505;24;Baixa do Algodão;Upanema;2733,0966;;
45505;464;Baleia Anã;Parque das Baleias;2562,6613;;
45505;4690;Barra Bonita;-1;2939,3713;;
45505;34;Barra do Ipiranga;-1;3082,6101;;
45505;42;Barracuda;Barracuda-Caratinga;2659,6718;;
45505;25;Barrinha;Polo Potiguar;2442,5192;;
45505;1625;Barrinha Leste;Polo Potiguar;2442,5192;;
45505;3825;Barrinha Sudoeste;Polo Potiguar;2442,5192;;
45505;2625;Baúna;Baúna;2776,9888;;
45505;4688;Bela Vista;-1;3187,4848;;
45505;3245;Bem-Te-Vi;-1;2632,5382;;
45505;30;Benfica;Polo Potiguar;2442,5192;;
45505;2645;Berbigão;Berbigão-Sururu;2666,1741;;
45505;33;Bicudo;-1;2659,6718;;
45505;37;Bijupirá;-1;2659,6718;;
45505;35;Biquara;-1;3111,7517;;
45505;26;Biriba;-1;3187,4848;;
45505;29;Boa Esperança;Upanema;2733,0966;;
45505;1605;Bom Lugar;-1;3187,4848;;
45505;39;Bonito;Polo Enchova;2646,0421;;
45505;44;Bonsucesso;Rio Ventura;2645,7244;;
45505;41;Brejinho RN;Upanema;2733,0966;;
45505;43;Brejo Grande;Sergipano Terra;2544,7015;;
45505;23;Buracica;Baiano Mistura;2670,9757;;
45505;4598;Búzios;Búzios;2647,5368;;
45505;4827;Búzios_ECO;Búzios;2647,5368;;
45505;4700;Caburé;Caburé;3187,4848;;
45505;4706;Caburé Leste;-1;3187,4848;;
45505;51;Cachoeirinha;Upanema;2733,0966;;
45505;50;Cacimbas;Cricaré;2459,9797;;
45505;56;Caioba;-1;3187,4848;;
45505;4802;Camaçari;-1;2939,3713;;
45505;1184;Camarupim;-1;3082,6101;;
45505;2585;Camarupim Norte;-1;3082,6101;;
45505;3905;Cambacica;-1;3187,4848;;
45505;68;Camorim;-1;2750,6374;;
45505;62;Campo Grande;Cricaré;2459,9797;;
45505;55;Canabrava;Estação NCS;2598,6299;;
45505;669;Canapu;-1;3082,6101;;
45505;666;Canário;-1;3187,4848;;
45505;1043;Cancã;FAL;2335,923;;
45505;46;Candeias;Polo Recôncavo;2586,4285;;
45505;53;Cangoá;Peroá;3082,6101;;
45505;63;Cantagalo;Baiano Mistura;2670,9757;;
45505;52;Canto do Amaro;Polo Potiguar;2442,5192;;
45505;78;Carapeba;Pargo Cluster;2503,5576;;
45505;2325;Carapitanga;-1;2723,4689;;
45505;80;Caratinga;Barracuda-Caratinga;2659,6718;;
45505;2505;Carcará;-1;3111,7517;;
45505;1725;Cardeal;Cardeal;2559,941;;
45505;4664;Cardeal Amarelo;-1;3187,4848;;
45505;4665;Cardeal do Nordeste;-1;3187,4848;;
45505;74;Carmópolis;Sergipano Terra;2544,7015;;
45505;82;Cassarongongo;Estação NCS;2598,6299;;
45505;67;Castanhal;Sergipano Terra;2544,7015;;
45505;88;Cexis;Polo Recôncavo;2586,4285;;
45505;2565;Chauá;-1;3111,7517;;
45505;64;Cherne;Cabiúnas Mistura;2610,9116;;
45505;1404;Cidade de Aracaju;-1;2592,3791;;
45505;60;Cidade de Entre Rios;Baiano Mistura;2670,9757;;
45505;66;Cioba;-1;3111,7517;;
45505;923;Colibri;Colibri;2641,4326;;
45505;72;Conceição;-1;3187,4848;;
45505;3605;Concriz;-1;2660,0978;;
45505;61;Congro;Cabiúnas Mistura;2610,9116;;
45505;83;Coqueiro Seco;Tabuleiro;2607,0354;;
45505;58;Córrego Dourado;Cricaré;2459,9797;;
45505;70;Corvina;Cabiúnas Mistura;2610,9116;;
45505;2005;Crejoá;-1;2467,1001;;
45505;76;Curimã;-1;3187,4848;;
45505;90;Dentão;Pescada;3111,7517;;
45505;91;Dom João;Polo Recôncavo;2586,4285;;
45505;3345;Dó-Ré-Mi;-1;2484,0507;;
45505;93;Dourado;-1;3187,4848;;
45505;95;Enchova;Polo Enchova;2646,0421;;
45505;96;Enchova Oeste;Polo Enchova;2646,0421;;
45505;97;Espada;-1;3187,4848;;
45505;98;Espadarte;Tartaruga Verde;2625,6867;;
45505;4879;Espadim;Marlim;2589,6727;;
45505;99;Estreito;Polo Potiguar;2442,5192;;
45505;101;Fazenda Alegre;FAL;2335,923;;
45505;102;Fazenda Alto das Pedras;-1;3187,4848;;
45505;103;Fazenda Alvorada;Baiano Mistura;2670,9757;;
45505;100;Fazenda Azevedo;Baiano Mistura;2670,9757;;
45505;106;Fazenda Bálsamo;Baiano Mistura;2670,9757;;
45505;105;Fazenda Belém BA;Estação São Roque;2662,455;;
45505;131;Fazenda Belém CE;Fazenda Belém;2285,7904;;
45505;104;Fazenda Boa Esperança;Baiano Mistura;2670,9757;;
45505;110;Fazenda Canaan;Polo Potiguar;2442,5192;;
45505;107;Fazenda Cedro;Cricaré;2459,9797;;
45505;108;Fazenda Curral;Upanema;2733,0966;;
45505;112;Fazenda Guindaste;Tabuleiro;2607,0354;;
45505;113;Fazenda Imbé;Baiano Mistura;2670,9757;;
45505;115;Fazenda Malaquias;Upanema;2733,0966;;
45505;116;Fazenda Matinha;-1;3187,4848;;
45505;117;Fazenda Onça;Miranga ECOL-B;2728,8537;;
45505;118;Fazenda Panelas;Baiano Mistura;2670,9757;;
45505;120;Fazenda Pau Brasil;-1;2773,6015;;
45505;119;Fazenda Pocinho;Polo Potiguar;2442,5192;;
45505;123;Fazenda Rio Branco;Fazenda Santo Estevão;2566,2338;;
45505;127;Fazenda Santa Luzia;Santa Luzia;2570,4382;;
45505;129;Fazenda Santa Rosa;-1;3187,4848;;
45505;125;Fazenda Santo Estevão;Fazenda Santo Estevão;2566,2338;;
45505;126;Fazenda São Jorge;Cricaré;2459,9797;;
45505;128;Fazenda São Rafael;São Rafael;2678,337;;
45505;1224;Foz do Vaza-Barris;-1;2750,6374;;
45505;122;Frade;Frade;2470,0404;;
45505;130;Furado;Alagoano;2773,6015;;
45505;4085;Galo de Campina;-1;2577,6005;;
45505;136;Garoupa;Cabiúnas Mistura;2610,9116;;
45505;137;Garoupinha;Cabiúnas Mistura;2610,9116;;
45505;4528;Gavião Azul;-1;3186,5105;;
45505;4822;Gavião Belo;-1;3186,5105;;
45505;4558;Gavião Branco;Gavião Branco;3170,9986;;
45505;4617;Gavião Branco Norte;-1;3186,5105;;
45505;4608;Gavião Caboclo;Gavião Caboclo;3180,1828;;
45505;4629;Gavião Carijó;-1;3187,4848;;
45505;4859;Gavião Mateiro;-1;3186,5105;;
45505;4627;Gavião Preto;Gavião Preto;3180,6577;;
